score,title,author,date,comment
4,Organic Seaweed Snacks Review,"Alexandra G.,",20-Nov-18,I really enjoyed the salty taste of these organic seaweed snacks from ocean halo that I got to try for free from social nature. Definitely will check out more of the products from ocean halo.
5,Organic Seaweed Snacks Review,"Lingzi L.,",11-Mar-19,The seaweed snack is exactly what I expected! Growing up in Asian seaweed snacks is a common thing but in the Stets it's hard to find a good one and this one just works it's wonders
4,Organic Seaweed Snacks Review,"Sarah M.,",30-Nov-18,"I enjoyed these more than I expected! I'm not a huge seaweed fan, so I bought the Chili Lime flavor for my husband to try. He LOVED it, so I figured I should at least try it. The Chili Lime flavoring is delicious!"
4,Organic Seaweed Snacks Review,"Kesha F.,",16-Nov-18,I tried the Organic Seaweed Snacks in my salad they was really good.Will be buying again sometime soon.Also told a few family mebers an a friend about them an how I used them.Told them about all the different kinds of flavors they have of them.
4,Organic Seaweed Snacks Review,"Maria P.,",29-Oct-18,"It was ok but not very flavorful, needed salt and seasoning , it was very easy to make, and I like the convenience , it costs more then my normal remain soup so I wouldn't but it regularly"
5,Organic Seaweed Snacks Review,"Ada G.,",27-Nov-18,I was able to try the chili lime organic seaweed snacks. It was a little thin seasoned slice of seaweed. I was able to make little rolls with rice and shrimp. I loved the taste and my kids ate some of the seaweed by itself.
5,Organic Seaweed Snacks Review,"Marcy B.,",10-Nov-18,"It has a nice flavor, better than the unflavored ones. Has a nice crisp crunch. Better than chips, because it has food value. I also like that it's natural and not fried."
5,Organic Seaweed Snacks Review,"Meg W.,",26-Dec-18,I enjoyed the seaweed snacks very much! I am definitely looking forward to trying more Ocean's Halo products. Next on my shopping list is their rice noodles!
4,Organic Seaweed Snacks Review,"Dannielle A.,",26-Feb-19,I was able to try the sea salt version of this product. It was very different from anything i have ever tried before. The taste was unique and the product itself was origional.
5,Organic Seaweed Snacks Review,"Deshawn R.,",06-Dec-18,I must say I was quite surprised how well they tasted they were absolutely yummy definitely will be buying these more often.i love trying new things especially if they are healthy.
5,Organic Seaweed Snacks Review,"Ka N.,",01-Nov-18,i am a seed weed lover i love the taste of it. I enjoyed it as a snack you can also eat with white rice is can be served as lunch or eat with noodle too
5,Organic Seaweed Snacks Review,"Carin K.,",30-Oct-18,"I love these seaweed snacks! They're a tasty way to add more nutrients into my body, and they have a great variety. I'm definitely picking some up on my next shopping trip."
5,Organic Seaweed Snacks Review,"Linda G.,",30-Oct-18,"The Ocean's Halo seaweed snacks were very good, not at all fishy and seasoned just right. I enjoyed them, along with my family, and would definitely buy them again and again."
3,Organic Seaweed Snacks Review,"Kelsy P.,",03-Jan-19,"They were alright, personally they weren't my favorite. I am quite a picky eater though. I did give some to my friends though and they loved the flavors."
2,Organic Seaweed Snacks Review,"Jessica P.,",19-Nov-18,"The lime flavor just wasnt for me. It didn't particularly care for the texture either. They were different and it was great to get the opportunity to try them. However, they just aren't for me."
4,Organic Seaweed Snacks Review,"Christopher N.,",19-Dec-18,Such a nice tasting. To be honest I was not expecting to get such a great flavor. I work lots of hours as a cook. Awesome as a snack in my break at work.
5,Organic Seaweed Snacks Review,"Igor S.,",20-Nov-18,Organic seaweed snacks by Ocean's halo are amazing. They taste delicious and they are perfect on the go snacks. I eat them everyday and I love them. I absolutely recommend them.
5,Organic Seaweed Snacks Review,"Taahira G.,",27-Nov-18,"I loved the seaweed snacks! They were really convenient to pack as a snack, and they had such a delicious flavor. I really enjoy the crunchy texture and salty flavor, it is a perfect snack for any time of the day!"
4,Organic Seaweed Snacks Review,"Sue F.,",30-Oct-18,"I tried a couple of them and the sea salt one was so good. Wasn't a fan of the maui onion one, it was too sweet for me. I guess the Asian in me prefers to have the old fashioned one."
5,Organic Seaweed Snacks Review,"Takesha P.,",11-Dec-18,"I tried these Seaweed snacks in the Korean Barbecue flavor. It was truly delicious. A great, healthy snack that was crispy and full of flavor. I would recommend this to others who enjoy seaweed snacks. I will make a point to buy these regularly."
5,Organic Seaweed Snacks Review,"Robin W.,",07-Dec-18,Oceans Halo seaweed snack bacon flavor I thought this was a very tasty affordable snack. I would buy this again and I will also let others know about this awesome snack. #trynatural #oceanhalo
5,Organic Seaweed Snacks Review,"Nicole A.,",11-Mar-19,"very tasty, would most def purchase again. Almost as good as the japanese brands I get from the asian markets. Can become addictive though, so watch out."
3,Organic Seaweed Snacks Review,"Liz D.,",18-Nov-18,"It was okay. I wasn't overly thrilled about the taste. I had the Sea Sal chocolate but it didn't taste as chocolate as expected. It was very chewy, which was okay but I did not care for the overall taste."
5,Organic Seaweed Snacks Review,"Stephanie S.,",07-Dec-18,Always looking for low calorie low carb flavorful snacks which is hard to come by. These ste great for grab and go and depending on the flavor hits the note I'm looking for.
3,Organic Seaweed Snacks Review,"Jessica D.,",22-Feb-19,"Interesting, in a good way for sure. I'm not sure I'd get it again but they weren't bad. I think I'm just not used to the taste of seaweed, so just different."
5,Organic Seaweed Snacks Review,"Angelica G.,",04-Dec-18,Not too salty and I loved the crunch! The best seaweed chips I have had. I didn't feel guilty eating the whole tray. These make a great snack on the go or at home.
5,Organic Seaweed Snacks Review,"Christine C.,",28-Oct-18,Very good snack for work on the go has just the right amount of salt to be satisfactory and melts in your mouth is light and tastey I really like and will be buying again for my work drawer
5,Organic Seaweed Snacks Review,"Robert U.,",15-Jan-19,It is good. They offer many varieties of tastes that you can choose. I chose Korean BBQ. Its taste is delicious. It's just not only regular seaweed but more and beyond.
5,Organic Seaweed Snacks Review,"Arabella H.,",11-Mar-19,"Really delicious! I love seaweed and this one is the new one I'll be buying(: it's a good flavor and good crunch, I love that it seemed to be healthy."
5,Organic Seaweed Snacks Review,"Sandy C.,",26-Nov-18,These were really good. I didn't know what to expect but I really enjoyed them and will be purchasing them again. I love having healthy snacks around when I'm in the mood to munch on something.
4,Organic Seaweed Snacks Review,"Paula H.,",23-Nov-18,I honestly never thought seaweed would be tasty but boy was I wrong. It's actually tasty and a satisfying treat. I got the sea salt and I'm anxious to try another flavor.
5,Organic Seaweed Snacks Review,"Celeste R.,",07-Dec-18,These were surprisingly tasty. I wasn't sure at first and neither were my children but we all loved them. These were a light snack but had a perfect taste.
3,Organic Seaweed Snacks Review,"Colleen C.,",22-Jan-19,Not my kind of taste/ texture. Wanted to like it. But did not. The flavors sound amazing and the packing is current and attractive. Would still try other products from this brand
3,Organic Seaweed Snacks Review,"Krystle E.,",21-Jan-19,It was not a had product i just don't like the seaweed taste. I let my friend try it and she loved it. She actually has continued to buy them and keep them at work for a healthy snack!
5,Organic Seaweed Snacks Review,"Star R.,",29-Jan-19,I truly love these in every flavor they have these are the bomb. They are tiny yet they are full of flavor.even my daughter ate some and she is so picky
3,Organic Seaweed Snacks Review,"kristie K.,",15-Nov-18,The organic seaweed snacks were ok. I chose chili lime. I snacked on the seaweed while watching tv. It made a good snack for watching tv. The packaging was easy to open.
5,Organic Seaweed Snacks Review,"Michelle P.,",20-Jan-19,Really wonderful product! Easy snack to grab and go while still eating yearly. Great alternative to chips and still satisfying. Excellent flavor and not too salty.
5,Organic Seaweed Snacks Review,"Sarah M.,",10-Nov-18,"WONDERFUL! I never had seaweed snacks before, so I was skeptical to give this product a try. But they were convenient, healthy, and tasty! I can't wait to keep buying this product."
4,Organic Seaweed Snacks Review,"amber M.,",26-Nov-18,"I really loved the sea salt flavor and the texture was amazing. I can't wait to try all the other flavors. Great on the go snack, and my kids loved it too , bonus!!"
5,Organic Seaweed Snacks Review,"Ashley S.,",26-Nov-18,Good seaweed snacks are so hard to come by and let me tell you these do not disappoint. They taste amazing and the Korean bbq is my new fav. This will be the only brand I buy from now on.
4,Organic Seaweed Snacks Review,"Michael P.,",13-Nov-18,"I picked up the Chili Lime flavor and gave it a try. For this to be made with seaweed, I couldn't tell. I could however tell that this was a healthy snack. I would definitely get these again as an alternative to chips."
5,Organic Seaweed Snacks Review,"Cel C.,",24-Jan-19,highly recommended! great for snack.. i tried all of them all..soo yummmy!! Maui Onion and Bacon flavors are my favorites. and its Non GMO ingredients..
2,Organic Seaweed Snacks Review,"April M.,",23-Nov-18,i got these today and chose the bacon flavor. i have to say they were kind of strange and we didnt really like them. they were real salty which we usually like but these arent for us.
5,Organic Seaweed Snacks Review,"Jessica S.,",14-Nov-18,Halo Seaweed snacks are sweet yet spicy. Dissolves in your mouth right after the first crunch. Great healthy snack for the whole family. So many flavor choices and great for on the go.
5,Organic Seaweed Snacks Review,"Jamie H.,",31-Oct-18,I loved Ocean's Halo Seaweed Snacks. They are healthy and taste great. The portions are good for on the go. I would definitely recommend this to others.
3,Organic Seaweed Snacks Review,"Cassie K.,",16-Nov-18,I tried the ramen kit and i didn't love it but i didn't hate it. The broth qas what got me and the noodles did not cook very well. I probably would not buy this again.
3,Organic Seaweed Snacks Review,"BJ M.,",28-Oct-18,"So these were definitely different. I thought they were okay, but I would say I'm not a fan. They are very healthy and would be a great snack. They are only 20 calories for one pack! That is great!"
5,Organic Seaweed Snacks Review,"Michele W.,",23-Nov-18,Ocean's Halo seaweed snacks are perfect for a light afternoon snack at work. Not fattening and with just the right amount of saltiness. They are fun to eat too!
5,Organic Seaweed Snacks Review,"Toya B.,",30-Oct-18,"I really loved these seafood snacks!!! The nutritional content was superb, they were tasty and no gmo!!! I recommend these to all of my mommy friends!"
5,Organic Seaweed Snacks Review,"Danielle D.,",06-Dec-18,My so loved it! He thought it was perfect. The only problem is finding it at the store. Not slot of the stores seem to carry it. This was the only issue. It needs to be in more stores.
5,Organic Seaweed Snacks Review,"Kimberly P.,",21-Nov-18,I have purchased and eaten these snacks in the past. I love them. They have so many awesome flavors. My favorites are original and wasabi. They're delicious.
5,Organic Seaweed Snacks Review,"Mia A.,",12-Dec-18,"I love Oceans Halo Seaweed snacks. They are just the right amount of salty and crispy. Seaweed snacks are also very low fat, so they make for a great quick snack at any time of the day."
3,Organic Seaweed Snacks Review,"Peggy O.,",06-Dec-18,"The Oceans Halo Seaweed snacks were a new experience for me. When I first ate them I didn't like them, but after a while the taste really grows on you."
3,Organic Seaweed Snacks Review,"Tricia M.,",02-Mar-19,I liked the flavor but it left me with an odd after taste but I do look forward to trying many other flavors in the near future I am hopeful to find my new favorite snack
5,Organic Seaweed Snacks Review,"Sarah V.,",16-Nov-18,So happy to now know about and have tried this great product! I did not think I was a fan of seaweed but these are actually really good! I can't wait to try other flavors
4,Organic Seaweed Snacks Review,"Tiffany M.,",14-Dec-18,"My kids are really into sushi and Japanese food/culture. They couldn't wait to eat these snacks! There were only 2 choices at the store, but they didn't seem to mind"
4,Organic Seaweed Snacks Review,"nia F.,",12-Jan-19,Had a variety of flavours. A great snack for on the go. Made with real seaweed and is not genetically modified. Would definitely recommend. I Enjoyed it
5,Organic Seaweed Snacks Review,"Jillian B.,",18-Dec-18,I bought two different flavors and lived them both! The chili lime was delicious. And my daughter loved the sea salt!. Super twisty healthy snack I ca. Be happy about giving my kids!
5,Organic Seaweed Snacks Review,"Kimberly E.,",03-Dec-18,"I've tried a lot of seaweed snack brands before, and these ones are my new favourite! I really liked the amount of seasonings on them and how fresh they tasted."
5,Organic Seaweed Snacks Review,"Alison G.,",28-Jan-19,The Chile lime and sea salt flavors were amazing! My kids and I loved them! A great healthy snack for the whole family! Our favorite flavor was the Chile lime.
5,Organic Seaweed Snacks Review,"Angelia T.,",08-Dec-18,I really liked these seaweed snacks. They had a good flavor and the perfect amount of salt. Will definitely recommend to friends and family. My new low carb snack!
4,Organic Seaweed Snacks Review,"Brandy B.,",10-Jan-19,It was different in taste but I liked it. I would recommend to a very health conscious friend. I didn't expect to be able to stomach it because of my sensitive stomach but I did and I am happy.
5,Organic Seaweed Snacks Review,"Diane T.,",26-Nov-18,It was a great natural way to reduce issues and lessen the toxins they have in the body would love more coupons thank you for the free item along with buy one get one free
5,Organic Seaweed Snacks Review,"Kate M.,",26-Nov-18,"Great tasting seaweed. I bought the sea salt variety, and have tried other seaweed products before. Ocena's Halo is by far the best I have tried. I can hardly wait to try other flavors."
5,Organic Seaweed Snacks Review,"Derek C.,",14-Dec-18,Flavorful and tasty. No bitterness. Great snack. Variety to choose from. I love healthy snacks that actually taste good. Sweet yet spicy. I wish they had a double pack.
5,Organic Seaweed Snacks Review,"Natasha B.,",10-Nov-18,"So the product was great! Much better than anticipated! I liked the crunchy consistency and the flavor was quite fresh! I liked the sea salt flavor, and didn't find it too salty."
2,Organic Seaweed Snacks Review,"Yvonne A.,",06-Dec-18,I honestly I really didnt like it at all the texture was fine but the taste is not for me. So í won't be buying it again. Maybe the noodle bowls are better.
5,Organic Seaweed Snacks Review,"Stephanie F.,",05-Nov-18,The Ocean's Halo seaweed snacks tasted great! I tried the Sea Salt flavor. They are a great snack for on the go. I would recommend this product to family and friends.
5,Organic Seaweed Snacks Review,"Renee G.,",05-Dec-18,I tried the bacon flavored seaweed snack and I loved it ! I am definitely buying more of this product ! Next time I'm buying the sea salt for my son...
5,Organic Seaweed Snacks Review,"Drama R.,",26-Oct-18,FANTASTIC!!! Such a great flavor. I feel sooooo much better giving my family a snack that is nutritious as well as delicious. good value and fun to eat.
1,Organic Seaweed Snacks Review,"Melissa A.,",29-Nov-18,"I had high hopes for these seaweed snacks, but unfortunately they didn't live up to my expectations. With this being said, I am sure others would enjoy them. They just weren't for me."
4,Organic Seaweed Snacks Review,"Sheila V.,",15-Jan-19,"did not like the wasabi. My daughter really liked the sea salt. she would probably eat these every day if I gave them to her. This is the only ""green"" I can get her to actually eat. She's 5."
3,Organic Seaweed Snacks Review,"Shannon L.,",15-Nov-18,Would buy again if it wasnt out of my price range for snacks..Had great flavor and was something healthy for a change..Its hard to find healthy snacks at a great price.
4,Organic Seaweed Snacks Review,"Rosie H.,",06-Dec-18,"I would definitely buy this, my family even enjoyed this, I highly recommend this product to everyone who likes seaweed snacks, you all need to go and give it a try. Thank you."
3,Organic Seaweed Snacks Review,"Helen E M.,",07-Dec-18,"I'm sorry for the review delay, I have not been able to locate Ocean's Halo seaweed snack sheets during any of my shopping trips. I wish I could have tried this product. I will keep looking and review this snack when able."
5,Organic Seaweed Snacks Review,"Daisy O.,",07-Dec-18,"I absolutely loved loved these seaweed snack sheets! They're healthy, and I especially love that they are organic! I even ate some sheets raw- that's how good they are!"
5,Organic Seaweed Snacks Review,"Cassandra C.,",28-Jan-19,"Great snack for on the go that is a better option than other less healthy alternatives. They had a nice crisp to them with a subtle, but still present flavor."
4,Organic Seaweed Snacks Review,"Gwyn L.,",09-Dec-18,I prefer to eat healthy organic snacks. I was very excited to try the bacon flavored ones. It was very tasty and I will have to try the other flavors to see if I enjoy them as much as I did the bacon.
5,Organic Seaweed Snacks Review,"Brandi H.,",14-Nov-18,A great healthy snack cures the salty cravings. Both my 3 year old and 5 year old loved them I even got my husband to try them and that's not easy but he really liked it.
4,Organic Seaweed Snacks Review,"Chelsea J.,",06-Dec-18,I tried the Chilli Lime and I was surprised at how well I liked it. It has a bit of a kick but not too over powering and the seaweed itself if not too much to handle as well. These are very unique snacks
4,Organic Seaweed Snacks Review,"Jenn M.,",07-Jan-19,"I honestly didn't think I'd like these and I was wrong! At first the texture threw me off but then after I got over that, I thought these were delicious and something I can snack on while feeling less guilty."
5,Organic Seaweed Snacks Review,"Sharon M.,",26-Oct-18,I tried Ocean's Halo sea salt for free from Social Nature. #GotItFree. It tasted great! It is good for lunchboxes or a snack on the go. It comes in many good flavors. I would recommend this product.
5,Organic Seaweed Snacks Review,"ashly V.,",15-Nov-18,"I g0t the the Korean bbq flavor, I simply loved it! it was my first time trying a flavored seaweed snack, usually I ge the regular kind. I would definitely buy."
5,Organic Seaweed Snacks Review,"Farmer H.,",23-Jan-19,"This seaweed was really flavorful. Not too salty just right. It is health and My daughter couldn't get enough of it, would be buying more in the future!"
5,Organic Seaweed Snacks Review,"Lisa B.,",15-Nov-18,"I was hesitant at first to try something with the word ""seaweed"" as the product name. But am I glad I did!! It tasted nothing like I was expecting and was actually enjoyable to eat!!"
5,Organic Seaweed Snacks Review,"Lisa M.,",16-Nov-18,Was not sure if I'd like this product must say it was very tasty and I would recommend it and definitely buy it again. Several flavors to choose from I tried the sea salt and enjoyed them.
5,Organic Seaweed Snacks Review,"Teneshia J.,",21-Feb-19,"I already loved seaweed and this gave me the opportunity to try another brand. I really liked it, it was so flavorful and crispy. It didn't leave a bad after taste like some other brands."
2,Organic Seaweed Snacks Review,"Sara W.,",21-Jan-19,"Not a big fan of the way this product tastes. I had high hopes, but this product just did not impress me. I will probably try other products by this brand."
2,Organic Seaweed Snacks Review,"RACHEL F.,",08-Feb-19,I didn't like the seaweed at all. It tasted to me like rotten fish... I really wanted to like it too. I honestly wouldn't ever buy this and am glad i had a free sample first. I might try their other products.
5,Organic Seaweed Snacks Review,"Theresa J.,",13-Nov-18,It was absolutely delicious! I told some friends and family about it! I definitely will be buying more and trying other products! But fof now the seaweed is a hit!
4,Organic Seaweed Snacks Review,"Linda Y.,",16-Jan-19,"I really enjoyed using these seaweed snacks in multiple different ways. I loved having them at my side as a simple, healthy snack when I'm on the go. But it was also a great addition to give additional flavor and texture to some soups."
1,Organic Seaweed Snacks Review,"Johnette G.,",08-Jan-19,"I am always looking for ways to curb snaking during the day. I was excited to try the Ocean's Halo Organic Seaweed Snacks, but for me they were not what I expected. It is definitely an acquired taste."
4,Organic Seaweed Snacks Review,"Kyndal B.,",17-Jan-19,It was yummy. I was glad to have a chance to try these. Well worth the purchase. Not a huge fan of seaweed but the flavors helped. Willing to buy more again.
5,Organic Seaweed Snacks Review,"Karem Y.,",23-Nov-18,These snacks are really good I've tried some other before but the taste on these are good. The only bad thing is that is too little in a box I'm obsessed
4,Organic Seaweed Snacks Review,"Brenda P.,",11-Jan-19,"I thought it had a unique flavor and also is a fun and different type of snack to eat. I like the ingredients list. It is an acquired taste, but after you get used to it, its good."
5,Organic Seaweed Snacks Review,"Crystal M.,",20-Nov-18,"This product line and company is not only organic, healthy and genuine, but it tastes amazing and even the kids loved it. I am eager to try more flavors and more products from this line in the future."
5,Organic Seaweed Snacks Review,"Ann W.,",03-Nov-18,"I couldn't find any of these products at the stores.Also, i didn't get the coupons til nov.2.so i couldn't try anything either.hipefully the stores will get these prouducts in."
4,Organic Seaweed Snacks Review,"Kelly O.,",14-Feb-19,I thought this product. WAS very good. I put it in my lunchbox and ate it with a sandwich. I didn't know if I would like it and was skeptical but it was very tasty. I would buy these again. #Trynaturals #gotitfree
5,Organic Seaweed Snacks Review,"alman C.,",07-Dec-18,It was pretty good just not enough of it will try others.there was not enough bacon flavor.I want to try the Korean BBQ next time.I do not know about the other yet.It makes a pretty good snack for when you are in a hurry.
4,Organic Seaweed Snacks Review,"Cara D.,",14-Nov-18,Can't say I've ever had seaweed- until now. And I'm glad I was able to try it. They offered lots of interesting flavors but I chose the Korean Bbq. I rather enjoyed the snack.
4,Organic Seaweed Snacks Review,"Michele G.,",15-Nov-18,This was an excellent way to try a new product. Some things were good others were so-so. This is according to my taste. Others may enjoy. You need to try and find your flavor.
4,Organic Seaweed Snacks Review,"Amanda G.,",06-Dec-18,It was a whole lot better than I thought it would be! I would purchase this again soon! And I definitely will recommend this to my friends and family.
5,Organic Seaweed Snacks Review,"Erika P.,",27-Feb-19,These were amazing! I love buying seaweed to eat with my rice and this was the first time we got something flavored! We got wasabi and it wasn't too spicy or over powering. We would purchase these again!
5,Organic Seaweed Snacks Review,"Taylor P.,",15-Dec-18,"These were delicious! They were perfectly crunchy and salty. One of my new favorite snacks! It's amazing that these are also vegan, and they're perfect for on-the-go snacking."
3,Organic Seaweed Snacks Review,"Kom W.,",12-Jan-19,The product was okay. I expected the swaweed flaor to come through more but it didnt. Will still like to try the other flavors and see how they measure up.
4,Organic Seaweed Snacks Review,"Nicole R.,",27-Feb-19,Great healthy snack! I really enjoyed the chili lime. It has a great flavor and nice crunch. I would definitely buy these again. I can't wait to use my coupons to purchase other Ocean's Halo products.
4,Organic Seaweed Snacks Review,"Saudia T.,",26-Nov-18,I tried the sea salt flavor and I really enjoyed it. My kids even tried them and they were surprised that they were actually good. I'll definitely be adding this to my snack list.
5,Organic Seaweed Snacks Review,"Rebeca F.,",31-Oct-18,Very tasty snack at a good price! I had mine with avocado. Could add rice for a deconstructed sushi roll. Hope that I am able to find other flavors to try!
5,Organic Seaweed Snacks Review,"Amy B.,",25-Feb-19,"Delicious, quick snacks that have that wow factor in a small bite. Put a container in your bag to go, send with the kids to school, or just a delicious quick treat that's more than just a snack."
4,Organic Seaweed Snacks Review,"Tia C.,",18-Dec-18,So incredibly tasty! Even my nieces 9yrs old & 3yrs old absolutely love them! Perfect for a car snack or on the go energy booster! I'm in love with these!
5,Organic Seaweed Snacks Review,"Daisy M.,",25-Nov-18,The seaweed snacks tasted natural and delicious. The package had a good amount of product for it's price. I will definitely be buying more from this brand in the future!
4,Organic Seaweed Snacks Review,"Ashlee C.,",05-Dec-18,Very good flavor. Can't wait to try the other flavors offered. Great easy to travel with packages for on the go. Or lunches/snacks. Can't wait to try the noodle bowls.
5,Organic Seaweed Snacks Review,"Crystal J.,",01-Nov-18,I loved sea salt sea weed snack sheets! I brought them to work to snack on and my coworkers also enjoyed them! They had great flavor! I will definitely recommend them to friends and family!
3,Organic Seaweed Snacks Review,"terry H.,",18-Nov-18,"I think this snack was okay. It was not out of this world delicious. The flavoring was decent, but it still had a distinctive seaweed taste to it. I did not particularly like the aftertaste that was left in my mouth after I consumed the product."
5,Organic Seaweed Snacks Review,"Megan E.,",15-Dec-18,I could only find two flavors so I bought and tasted them both. They were delicious!! I think I liked the bacon better than the sea salt but it was close! I hope to find the other flavors so I can try them all!
4,Organic Seaweed Snacks Review,"barbara T.,",26-Oct-18,"I was not sure if I would like the organic seaweed snacks, but they were really good I would buy them again. I gave my son some to try and he really enjoyed them."
4,Organic Seaweed Snacks Review,"Yvonne K.,",06-Dec-18,I actually quite like this. Didn't think I would. I tried the Korean BBQ one and it adds a nice flavor to the seaweed snack. I thought it would taste like ocean water but that wasn't the case
4,Organic Seaweed Snacks Review,"Karen T.,",24-Jan-19,"My boyfriend and I shared 2 different flavors, the sea salt and the bacon . Both had a very distinctive seaweed flavor , however the bacon was more palatable alone. I would recommend eating them with a topping similar to sushi."
3,Organic Seaweed Snacks Review,"Maria M.,",27-Oct-18,"Over all not to bad , but definitely not for me - it taste to fishy n to salty- I didn't like that it's oily n how it melt in my mouth - however my 6 yr old son loved loved it - he sat n ate a whole packet !"
5,Organic Seaweed Snacks Review,"jamie B.,",15-Nov-18,I loved everything such great flavor abd very tasty .. Lived the quality the packaging was always great i picked the chilli lime and it was amazing . i would recommend this
5,Organic Seaweed Snacks Review,"Brian L.,",05-Dec-18,"These are tasty and delicious! Much better than I would ever anticipate! I was leery that they would have a ""fishy"" taste (for some reason) but they didn't at all! My only complaint is I wish there were more. :"
5,Organic Seaweed Snacks Review,"Amelia S.,",27-Nov-18,"I thought this was a really tasty snack! I really love seaweed snacks, and these did not disappoint. They were light, crispy and well flavored. Definitely not oversalted like many kinds I've tried before."
5,Organic Seaweed Snacks Review,"Kim H.,",25-Nov-18,This was a really neat snack. It was easy to take to work and tasted great. It is definitely something I will be buying again. It was easy to find in my area and will be a great substitute for potato chips.
5,Organic Seaweed Snacks Review,"Becky A.,",06-Dec-18,Very tasty! My kids loved this very much!we got this as snacks for the kids and us and we all enjoyed them. They have a great variety of items to choose from too!
5,Organic Seaweed Snacks Review,"Becca M.,",06-Feb-19,I had never had these before and I was really surprised at how tasty do you they were. They had a very good texture and I'm really happy that they are good for me and organic. They flavor choices are great!
5,Organic Seaweed Snacks Review,"Jill M.,",05-Nov-18,The seah weed snacks are very different from other snacks and I just loved it! Even my daughter loved them! I just got the sea salt ones and they Completely filled and fixed my salt cravings for the day!
5,Organic Seaweed Snacks Review,"Susan L.,",07-Dec-18,These are the best snacks'the whole family loved them.the best part very nutritious and healthy for a snack.i will be buying these regularly for certain.
5,Organic Seaweed Snacks Review,"Chelsey C.,",24-Nov-18,"I thought this product was AMAZING, and so did my little ones!!! We had the Maui Onion... the flavor combination was out of this world, I would highly recommend this product as a snack!!!"
3,Organic Seaweed Snacks Review,"Christie F.,",22-Jan-19,It was ok not something I would buy probably again. Just didn't really care for texture and taste. Everyone is different so go ahead and give them a try for yourself!
5,Organic Seaweed Snacks Review,"Lauren M.,",16-Nov-18,The coupons to use on all the good were great. I can't wait to use them once they come in the mail! I'm so excited to try all of the varieties! I am not picky so trying everything wont be a problem for me or my family.
4,Organic Seaweed Snacks Review,"Lea G.,",27-Feb-19,I was kinda disappointed because i wanted the bacon flavor and it wasn't available. I got Sea Salt. I ate it plain without anything on it. It was okay. Not bad texture. Not bad for it being healthy.
5,Organic Seaweed Snacks Review,"Jon S.,",07-Dec-18,"I was expecting the Ocean's Halo products to taste good, but they even exceeded my expectations. Very very tasty, and great texture. Its nice to have something that is healthful taste so good."
4,Organic Seaweed Snacks Review,"Jenifer B.,",07-Dec-18,"Ok so I wasn't sure how I would feel about the seaweed snacks, but they were actually pretty good! Very crunchy, and fun to eat. The Maui onion flavor was very tasty. It went well with the flavor of the seaweed. I'd definitely eat them regularly!"
5,Organic Seaweed Snacks Review,"Ruth R.,",07-Dec-18,I thought they were very good they tasted very good I would recommend these to my friend my family and other people they were healthy I was shocked at how good they taste good thank you so much for the free sample and have a blessed day
4,Organic Seaweed Snacks Review,"Elena K.,",14-Nov-18,I got a coupon from Sociak nature for free seaweed snack. I bought mine in sea salt flavor. I would say it has ok taste and nice texture but too Iuch salt. I think it is also overpriced.
4,Organic Seaweed Snacks Review,"Joanie B.,",21-Jan-19,The best way to use these besides eating them plain as snacks is to make Sushi bowls with them for dinner! The kids love it and the size of these is perfect. No need to crunch them up and make a mess.
5,Organic Seaweed Snacks Review,"Claudia G.,",29-Nov-18,"they are really good, my family loved them, 100% delicious Of course I would buy them again And they are easy products to buy in store In addition to being nutritious and have a variety of flavors with a very good taste"
5,Organic Seaweed Snacks Review,"Summer J.,",19-Dec-18,My loves these snacks and I love they are health for them. I like they have different flavors. We cant wait to try them all. Out of the sea salt and bacon bacon was by far our favorite so far. The kids couldn't get enough of it.
4,Organic Seaweed Snacks Review,"Nastasha G.,",08-Dec-18,Very healthy but still very good. The products were fairly easy to find in the store and all the packages said where they should be in the store. I was pleasantly surprised.
4,Organic Seaweed Snacks Review,"Melissa B.,",17-Dec-18,I love all the varieties you offer. We tried the sea salt ones and will definitely be buying them again! Next one we want to try is chili lime or maui onion.
2,Organic Seaweed Snacks Review,"Stephen H.,",12-Jan-19,"Perhaps because there products do not move very rapidly I may have gotten one that was a bit stale, but I was not impressed with it. It had a rather non-descriptor flavor and texture. I personally would not go out of my way to try another one."
5,Organic Seaweed Snacks Review,"REBECCA S.,",29-Nov-18,"I liked it, was a very easy healthy snack. The package was easy to open and there was a lot to choose from. My 3 year old daughter even ate some with me and liked it, that says a lot."
4,Organic Seaweed Snacks Review,"gloria P.,",10-Nov-18,"couldn't find the flavored ones so I got the regular ones. I use these all the time now. It's how I get my Kelp instead of taking pills, I use them just plain or in soups. A great snack."
5,Organic Seaweed Snacks Review,"PAMELA K.,",20-Nov-18,"I love seaweed snacks. These are my new go to! The Korean BBQ flavor was great. Can't wait to try the rest, just have to hunt them down! They were not oily like some of the other snacks I have tried"
4,Organic Seaweed Snacks Review,"Justine S.,",17-Nov-18,I really was surprised that I'd enjoy a SEAWEED snack! Let alone my eight year old daughter. But i think she devoured more of it than i did even. Was extremely delicious and we will definitely buy again!
2,Organic Seaweed Snacks Review,"Zuly T.,",10-Nov-18,I did not like this stuff at all made me gag But my friends really enjoyed them and even got a few more packs they really enjoyed the bacon Flavored ones and they got a couple more packets
5,Organic Seaweed Snacks Review,"Reena Z.,",07-Jan-19,"I love seaweed and wasabi so this snack is perfect for me. It's light, healthy and delicious. I would absolutely buy this again, and would try the chili lime flavor."
